Original Key,Length,Text,Text Length
train/23February_2011_Wednesday_tagesschau-148,182,wolken des tiefs bei island sorgen heute nacht im westen deutschlands für schnee gefrierenden regen und regen,109
train/23February_2011_Wednesday_tagesschau-149,81,morgen werden die niederschläge schwächer und ziehen noch etwa bis zur mitte,76
train/23February_2011_Wednesday_tagesschau-150,44,der osten verbleibt unter hochdruckeinfluss,43
train/23February_2011_Wednesday_tagesschau-152,222,am tag im osten und ganz im südosten sonne sonst gebietsweise etwas schnee oder gefrierender regen im westlichen flachland regen,128
train/23February_2011_Wednesday_tagesschau-153,141,der wind weht in der südosthälfte schwach sonst schwach bis mäßig an der nord und ostsee frischer wind,102
train/23February_2011_Wednesday_tagesschau-154,127,heute nacht minus fünfzehn grad im osten und plus zwei grad in köln,67
train/23February_2011_Wednesday_tagesschau-155,94,am tag bis minus vier grad im osten am niederrhein sieben grad,62
train/23February_2011_Wednesday_tagesschau-156,160,am freitag in der osthälfte sonne und wolken sonst regnet es vereinzelt etwas nur noch an den alpen etwas schnee,112
train/23February_2011_Wednesday_tagesschau-157,155,am samstag zieht ein regengebiet durch von nordwest nach südost im nordosten schneit es dabei teilweise,103
train/23February_2011_Wednesday_tagesschau-158,123,am sonntag stellenweise etwas regen im höheren bergland schnee,62
train/28November_2011_Monday_tagesschau-159,108,und nun die wettervorhersage für morgen dienstag den neunundzwanzigsten november,80
train/28November_2011_Monday_tagesschau-160,102,das zentrum des hochs verlagert sich langsam weiter richtung südosten,69
train/28November_2011_Monday_tagesschau-163,141,im süden und in der mitte gibt es stellenweise bereits nebelfelder die sich später weiter ausbreiten,100
train/28November_2011_Monday_tagesschau-166,112,sonst häufig sonne in der nordwesthälfte aber auch einige dichte wolken,71
train/28November_2011_Monday_tagesschau-167,146,der wind weht schwach bis mäßig in der nordwesthälfte auch frisch im nordwesten am abend stürmische böen,104
train/28November_2011_Monday_tagesschau-169,111,am tag null grad bei dauernebel und dreizehn grad im allgäu,59
train/28November_2011_Monday_tagesschau-170,127,die aussichten am mittwoch teils sonne teils wolken oder nebel hier und da regnet es etwas,90
train/28November_2011_Monday_tagesschau-171,116,ab donnerstag breiten sich regenwolken allmählich weiter richtung südosten aus,78
train/08May_2010_Saturday_tagesschau-174,98,und nun die wettervorhersage für morgen sonntag den neunten mai,63
train/08May_2010_Saturday_tagesschau-177,96,da die luft auch warm ist steigen auch die temperaturen ein wenig,65
train/08May_2010_Saturday_tagesschau-178,76,im norden ist es heute noch zum teil stark bewölkt hier und da fällt etwas regen,80
train/08May_2010_Saturday_tagesschau-179,119,richtung süden erst noch ein paar schauer dann teils wolkig teils klar,70
train/08May_2010_Saturday_tagesschau-180,29,örtlich bildet sich nebel,25
train/08May_2010_Saturday_tagesschau-181,183,am tag gibt es viele wolken zunächst im westen und südwesten gebietsweise regen später in der mitte und im süden schauer vor allem im osten und südosten auch gewitter,166
train/08May_2010_Saturday_tagesschau-182,41,im norden bleibt es längere zeit trocken,40
train/08May_2010_Saturday_tagesschau-183,142,der wind weht meist schwach in schauer und gewitternähe keine kräftig auffrischen örtlich sind sturmböen möglich,112
train/08May_2010_Saturday_tagesschau-184,130,heute nacht neun bis drei grad bei längerem aufklaren nahe null grad,68
train/08May_2010_Saturday_tagesschau-185,129,an den küsten morgen kühle zehn grad im südosten deutlich wärmer bis einundzwanzig grad,87
train/08May_2010_Saturday_tagesschau-186,97,dort wird es in der neuen woche noch etwas wärmer im norden bleibt es weiterhin kühl,84
train/08May_2010_Saturday_tagesschau-187,120,das ganze bei vielen wolken die regen zum teil noch kräftige schauer und gewitter bringen,89
train/08May_2010_Saturday_tagesschau-188,57,an diesem unbeständigen wetter ändert sich bis mittwoch wenig,61
train/23February_2010_Tuesday_tagesschau-189,115,und nun die wettervorhersage für morgen mittwoch den vierundzwanzigsten februar,79
train/23February_2010_Tuesday_tagesschau-190,73,tiefer luftdruck bestimmt unser wetter,38
train/23February_2010_Tuesday_tagesschau-191,59,auch an den küsten deutschlands setzt sich wieder unbeständiges wetter durch,76
train/23February_2010_Tuesday_tagesschau-192,106,dort im norden bleibt es noch relativ kalt sonst ist es recht mild,66
train/23February_2010_Tuesday_tagesschau-193,78,auch in den kommenden tagen dauert das wechselhafte wetter an,61
train/23February_2010_Tuesday_tagesschau-194,209,im norden heute nacht lücken in der wolkendecke sonst regnet es hier und da vom emsland bis nach brandenburg teilweise schnee beziehungsweise gefrierender regen,160
train/23February_2010_Tuesday_tagesschau-196,104,der wind weht schwach bis mäßig an der see auch frisch,54
train/23February_2010_Tuesday_tagesschau-197,106,heute nacht acht grad am oberrhein minus sieben grad an der ostsee,66
train/23February_2010_Tuesday_tagesschau-198,110,am tag dann vierzehn grad im breisgau und ein grad ganz im norden,65
train/23February_2010_Tuesday_tagesschau-199,176,die aussichten auch am donnerstag regnet es gebietsweise vor allem in der südosthälfte zeigt sich auch die sonne,112
train/23February_2010_Tuesday_tagesschau-201,61,am freitag ist es meist stark bewölkt und es regnet zeitweise,61
train/23February_2010_Tuesday_tagesschau-202,88,am samstag schauer teilweise bis in tiefere lagen schnee,56
train/24September_2010_Friday_tagesschau-203,94,und nun die wettervorhersage für morgen samstag den fünfundzwanzigsten september,80
train/24September_2010_Friday_tagesschau-204,193,über mitteleuropa liegt eine umfangreiche tiefdruckzone die vor allem dem osten und süden deutschlands zum teil ergiebige regenfälle bringt,139
train/24September_2010_Friday_tagesschau-205,149,die hochs westlich und östlich davon haben auf unser wetter kaum noch einfluss,78
train/24September_2010_Friday_tagesschau-206,167,heute nacht sind anfangs noch einige kräftige schauer und gewitter unterwegs im süden und südosten setzt teilweise ergiebiger dauerregen ein,140
train/24September_2010_Friday_tagesschau-207,69,richtung nordwesten reißt die wolkendecke auch mal auf,54
train/24September_2010_Friday_tagesschau-208,236,auch morgen im westen und nordwesten immer wieder wolkenlücken und einzelne schauer im süden später auch im osten fällt verbreitet teilweise länger anhaltender und kräftiger regen,179
train/24September_2010_Friday_tagesschau-209,95,zu beginn der nacht sind bei schauern und gewittern starke bis stürmische böen möglich,86
train/24September_2010_Friday_tagesschau-210,86,morgen schwacher bis mäßiger wind aus west bis nordwest,55
train/24September_2010_Friday_tagesschau-211,91,am alpenrand heute nacht sieben im nordosten noch bis dreizehn grad,67
train/24September_2010_Friday_tagesschau-212,115,dort morgen immerhin noch milde zwanzig sonst zehn bis siebzehn grad,68
train/24September_2010_Friday_tagesschau-213,88,am sonntag im westen und süden neben einzelnen schauern auch etwas sonnenschein,79
train/24September_2010_Friday_tagesschau-214,78,sonst viele wolken und gebietsweise ergiebiger regen,52
train/24September_2010_Friday_tagesschau-215,68,auch in der neuen woche unbeständig und noch kühler,51
train/24September_2010_Friday_tagesschau-216,35,im osten wird es windig,23
train/24November_2011_Thursday_heute-217,40,guten abend liebe zuschauer,27
train/24November_2011_Thursday_heute-218,141,morgen wird es wohl sonniger werden und die nebelfelder wie hier im allgäu werden sich so ein bisschen zurückziehen letztendlich,128
train/24November_2011_Thursday_heute-219,173,aber wir erwarten auch regen den vor allem für norddeutschland da zieht heute nacht von westen her ein regenband auf wird uns aber erst morgen nachmittag im nordwesten erreichen,177
train/24November_2011_Thursday_heute-220,135,davor nochmal viel sonnenschein weniger nebelfelder das ist die gute nachricht,78
train/24November_2011_Thursday_heute-221,176,heute nacht allerdings im süden noch keine entwarnung dicker nebel weiterhin sichtweiten hundert oder nur fünfzig meter,119
train/24November_2011_Thursday_heute-225,300,im süden deutlich kühler nur am alpenrand mit sonne zehn sonst im nebel frostig und diese nebelfelder naja sie schrumpfen ein bisschen und halten sich wahrscheinlich noch im östlichen bayern an der donau auf auch noch südlich der donau,235
train/24November_2011_Thursday_heute-226,177,sonst aber viel sonnenschein morgen den es gibt bevor der regen dann aufzieht an der nordsee das ist am nachmittag der fall und dann wird auch der wind wieder kräftiger,168
train/24November_2011_Thursday_heute-227,275,samstag dann wieder weniger wind es ist trocken aber sonntag da fegen dann sturm und orkanböen durch norddeutschland wahrscheinlich auch durch die weihnachtsmärkte im süden dagegen schönes wetter mit sonnenschein,212
train/24November_2011_Thursday_heute-228,48,ihnen einen schönen abend und machen sie es gut,47
train/19October_2009_Monday_tagesschau-230,127,das meist trockene und verbreitet freundliche herbstwetter setzt sich morgen bei uns fort,89
train/19October_2009_Monday_tagesschau-231,62,verantwortlich dafür ist das hoch über dem osten europas,56
train/19October_2009_Monday_tagesschau-232,160,gleichzeitig gelangt von südwesten mildere luft nach deutschland die temperaturen steigen leicht an,99
train/19October_2009_Monday_tagesschau-235,94,morgen hält sich im osten und süden teilweise zäher nebel oder hochnebel,72
train/19October_2009_Monday_tagesschau-236,111,im übrigen land setzt sich die sonne durch später wird es ganz im osten sowie im äußersten westen etwas wolkiger,112
train/19October_2009_Monday_tagesschau-238,124,heute nacht kühlt es ab auf werte zwischen plus fünf grad an der nordsee und minus sieben im allgäu,99
train/19October_2009_Monday_tagesschau-239,176,morgen reichen die höchsttemperaturen von sieben grad im vogtland bis vierzehn grad im breisgau,95
train/19October_2009_Monday_tagesschau-240,102,die aussichten am mittwoch hält das freundliche wetter verbreitet an nur im westen kann es etwas regnen,103
train/19October_2009_Monday_tagesschau-241,99,am donnerstag nehmen die wolken zu regen fällt im süden und westen,66
train/19October_2009_Monday_tagesschau-242,67,der freitag wird dann überall recht wechselhaft,47
train/12July_2010_Monday_heute-243,50,guten abend liebe zuschauer,27
train/12July_2010_Monday_heute-245,220,ja heute nachmittag sind schon diese heftigen gewitter sie sehen es hier an diesen starken regenechos nach norden weitergezogen und haben dann unwetter schon über schleswig holstein gebracht,190
train/12July_2010_Monday_heute-246,235,jetzt aber geht es weiter in der mitte von deutschland heftige gewitter die sich aufbauen und dabei auch noch neue gewitter jetzt die alpen verlassen,149
train/12July_2010_Monday_heute-247,132,dreißig grad haben wir zur zeit noch südlich von berlin zweiundzwanzig grad in köln das ist der temperaturunterschied,117
train/12July_2010_Monday_heute-248,55,und diese trockene luft die kommt langsam nach osten voran,58
train/12July_2010_Monday_heute-249,153,heute nacht nur zögernd da haben wir noch die heftigen gewitter die weiter nach norden ziehen sich dann abschwächen in der zweiten nachthälfte,142
train/12July_2010_Monday_heute-250,181,im westen beruhigt sich später das ganze und wir haben wahrscheinlich jetzt in den nächsten stunden auch noch ein paar gewitter oben an der nordseeküste zu erwarten,164
train/12July_2010_Monday_heute-251,120,morgen dann immer noch regen im osten und auch vielleicht einzelne gewitter,75
train/12July_2010_Monday_heute-252,98,am vormittag aber im westen ist eine richtig wunderbare luft schon da,69
train/12July_2010_Monday_heute-253,95,also sonne und wolken wechseln sich ab die luft ist trockener da regnet es auch nicht mehr,90
train/12July_2010_Monday_heute-254,84,und am nachmittag haben wir chancen dass diese luft langsam auch berlin erreicht,80
train/12July_2010_Monday_heute-255,144,es gibt dann nur noch vereinzelt am nachmittag mal irgendwo im osten schauer oder gewitter auch am alpenrand,108
train/12July_2010_Monday_heute-256,256,und es ist ein bisschen kühler es ist erträglicher es sind fünfundzwanzig bis dreißig grad noch an nord und ostsee naja da haben luft und wasser dieselbe temperatur zwanzig bis zweiundzwanzig grad,196
train/12July_2010_Monday_heute-257,114,aber dann geht ja schon wieder los mit der hitze am mittwoch schon wieder bis zu sechsunddreißig grad,101
train/12July_2010_Monday_heute-258,157,auch am donnerstag und am freitag sonnig heiß und ab und zu mal regenschauer oder gewitter,90
train/12July_2010_Monday_heute-259,55,ihnen noch einen schönen abend und machen sie es gut,52
train/21August_2011_Sunday_tagesschau-260,108,und nun die wettervorhersage für morgen montag den zweiundzwanzigsten august,76
train/21August_2011_Sunday_tagesschau-261,96,morgen gibt es drei wetterzonen in deutschland,46
train/21August_2011_Sunday_tagesschau-262,213,dem süden beschert ein balkanhoch verbreitet sonne der norden gerät unter den einfluss eines hochs über england und der mitte bringen tiefs über schweden und frankreich schauerwolken,182
train/21August_2011_Sunday_tagesschau-266,88,im norden meist freundlich und auch im süden scheint die sonne,62
train/21August_2011_Sunday_tagesschau-267,80,vereinzelt sind dort hitzegewitter möglich,42
train/21August_2011_Sunday_tagesschau-268,125,von gewitterböen abgesehen weht der wind morgen schwach bis mäßig an der ostsee auch frisch,91
train/21August_2011_Sunday_tagesschau-269,94,am oberrhein heute nacht bis einundzwanzig im emsland zwölf grad,64
train/21August_2011_Sunday_tagesschau-270,132,morgen temperaturen von zwanzig grad an der see bis fünfunddreißig im breisgau,78
train/21August_2011_Sunday_tagesschau-271,81,am dienstag im norden und westen zeitweise dichte wolken mit schauern und gewittern,83
train/21August_2011_Sunday_tagesschau-272,142,im osten und süden meist freundlich vereinzelt hitzegewitter lokal sind unwetter möglich,88
train/21August_2011_Sunday_tagesschau-273,113,am mittwoch nimmt die gewitter und unwettergefahr überall zu,60
train/21August_2011_Sunday_tagesschau-274,29,ähnliches wetter auch am donnerstag,35
train/22November_2010_Monday_heute-275,41,liebe zuschauer guten abend,27
train/22November_2010_Monday_heute-276,130,die kommende woche wird winterlich von tag zu tag ein bisschen mehr,67
train/22November_2010_Monday_heute-277,109,da kann sich die kaltluft aus dem norden weiter nach mittel und auch nach westeuropa vorarbeiten,96
train/22November_2010_Monday_heute-278,208,schon heute nacht haben wir es mit schnee und mit regen zu tun im nordosten noch regen nach süden hin zum teil auch schnee dabei die schneefallgrenze sinkt auf rund dreihundert meter in der nacht,195
train/22November_2010_Monday_heute-280,80,morgen stürmischer wind an den küsten,37
train/22November_2010_Monday_heute-281,38,im nordosten zum teil noch regen,32
train/22November_2010_Monday_heute-282,213,zum abend kann aber auch dort schnee dabei sein im nordwesten mal ab und zu ein paar sonnenstrahlen sonst gibt es immer wieder mal schnee oder auch regenschauer,160
train/22November_2010_Monday_heute-284,115,die höchsttemperaturen nur ein bis sechs grad und die nächsten tage werden noch kälter,86
train/22November_2010_Monday_heute-285,180,ab donnerstag wird es auch tagsüber verbreitet dauerfrost geben und wenn dann was vom himmel kommt dann wird es auf jeden fall schnee sein,138
train/22November_2010_Monday_heute-286,38,jetzt wünsche ich ihnen noch einen schönen abend,48
